Name, Power, Strength, Magic, Intelligence, Speed, Defense, Poison, Rage, Corrupted, Evilness, Age, Personality, Hometown, Favorite_Color, Weakness, Height, Weight, isVillain, isLiving, isEmployed, isHuman
The Shadow, 78, 71, 3, 42, 92, 11, 9, 16, 88, 77, 32.62, Vengeful, Ahmedabad, 0xb9bd0c, Poison susceptible, 13' 4'', 156.91360, False, False, True, True
Radioactive Shadow, 74, 44, 38, 6, 74, 90, 85, 56, 8, 75, 37.02, Manipulative, Chicago, 0x32f07a, Distrustful, 17' 9'', 275.39993, True, True, True, False
Incredible Claw, 37, 64, 73, 51, 2, 29, 97, 95, 41, 53, 49.87, Compassionate, Chicago, 0x6134bf, Fire weakness, 3' 7'', 113.77921, False, False, True, True
Iron Boy, 25, 20, 78, 31, 74, 78, 12, 69, 61, 83, 38.84, Protective, Chicago, 0xbb54cc, Prideful, 16' 4'', 23.51389, True, False, False, False
Ancient Boy, 19, 88, 10, 77, 84, 40, 6, 36, 68, 44, 38.03, Protective, Hong Kong, 0x419120, Magic vulnerable, 10' 11'', 34.28803, False, True, False, True
Ancient Doom, 10, 71, 38, 49, 100, 83, 75, 15, 53, 82, 41.26, Loyal, Houston, 0x9673bc, Electric weakness, 20' 8'', 119.24026, True, False, False, False
Spider Torch, 27, 25, 5, 68, 79, 51, 23, 59, 84, 54, 35.13, Determined, Delhi, 0xb000dc, Reckless, 10' 8'', 62.38867, True, False, False, True
Human Centurion, 14, 81, 99, 66, 90, 98, 98, 81, 32, 54, 39.87, Protective, Chicago, 0xf57c02, Trusting, 7' 6'', 200.75011, True, True, True, False
Impossible Doom, 93, 32, 59, 37, 72, 57, 16, 85, 43, 2, 37.47, Vengeful, Osaka, 0xfb0845, Stubborn, 20' 4'', 2.56451, True, True, True, True
Spider Girl, 22, 96, 6, 60, 80, 77, 3, 51, 53, 78, 21.16, Vengeful, Chongqing, 0x885e1e, Energy drain, 0' 11'', 122.04653, True, True, False, False
Ancient Darkness, 90, 34, 97, 55, 94, 15, 95, 87, 59, 62, 42.80, Arrogant, San Jose, 0x073b7a, Naive, 18' 7'', 289.70597, False, False, True, True
Iron Shadow, 10, 58, 3, 61, 18, 12, 31, 97, 28, 66, 32.20, Sadistic, Cairo, 0x25cffe, Technology vulnerable, 13' 5'', 162.09525, False, False, False, False
Night Skull, 52, 7, 56, 77, 99, 27, 0, 37, 87, 95, 30.42, Brave, Manila, 0xb58df6, Fearful, 5' 11'', 106.65438, False, True, False, True
Invisible Master, 48, 16, 0, 91, 52, 20, 12, 65, 25, 97, 57.25, Clever, Jacksonville, 0xc2433e, Lonely, 7' 7'', 81.53910, False, False, True, False
Incredible Hornet, 35, 100, 2, 79, 97, 1, 2, 99, 16, 26, 28.29, Cruel, Guangzhou, 0x35244f, Naive, 11' 2'', 65.05852, True, True, True, False
Super Surfer, 72, 2, 71, 41, 24, 57, 3, 90, 100, 45, 49.64, Cruel, Cairo, 0x21a848, Impulsive, 19' 3'', 281.70401, True, False, True, False
Invisible Shadow, 58, 56, 91, 93, 54, 45, 37, 99, 45, 4, 51.58, Ruthless, Baghdad, 0xd1b2ff, Prideful, 7' 6'', 78.92950, True, True, False, False
Super Void, 64, 48, 49, 5, 93, 26, 26, 83, 9, 24, 44.15, Sadistic, Rio de Janeiro, 0xa3a706, Prideful, 13' 3'', 127.19061, True, True, True, False
Mr Hulk, 32, 24, 95, 43, 80, 95, 32, 9, 75, 48, 18.00, Cold blooded, London, 0x1f8ab5, Fire weakness, 10' 8'', 39.38804, False, False, False, False
Mr Cloak, 26, 97, 97, 23, 76, 21, 32, 24, 52, 21, 60.73, Sadistic, Karachi, 0x408cca, Fearful, 0' 6'', 151.70665, True, False, False, True
Doctor Shadow, 24, 17, 99, 52, 56, 32, 35, 30, 89, 19, 75.97, Stoic, Paris, 0x50fb26, Fearful, 17' 2'', 259.62983, False, True, False, True
Rocket Man, 52, 51, 74, 92, 4, 83, 100, 9, 35, 1, 47.27, Ruthless, Lima, 0xe90157, Distrustful, 7' 0'', 85.28639, False, False, True, False
Power Centurion, 83, 70, 70, 50, 29, 13, 87, 97, 82, 30, 37.96, Protective, Karachi, 0x82cd4e, Paranoid, 16' 0'', 106.09831, False, False, True, False
Ancient Void, 52, 32, 68, 69, 5, 8, 99, 31, 41, 4, 28.26, Compassionate, Paris, 0x5d7076, Prideful, 18' 4'', 180.08685, False, False, True, False
Spider Entity, 2, 89, 76, 54, 72, 44, 42, 9, 84, 56, 29.18, Cold blooded, Osaka, 0x734835, Greedy, 7' 1'', 80.63039, False, False, False, True
Mr Ghost, 83, 95, 31, 47, 37, 6, 7, 94, 57, 41, 18.00, Compassionate, Dallas, 0x3ea01f, Fearful, 8' 0'', 108.25048, False, False, True, False
Silver Centurion, 47, 72, 79, 30, 64, 18, 47, 47, 90, 75, 31.10, Compassionate, Detroit, 0x64ba29, Paranoid, 12' 8'', 164.47706, True, False, True, False
Iron Soldier, 11, 6, 12, 89, 35, 22, 80, 48, 84, 89, 30.66, Protective, Chengdu, 0x54794f, Darkness bound, 7' 0'', 67.59019, False, True, False, False
Iron Knight, 41, 50, 28, 97, 71, 36, 73, 73, 52, 37, 34.14, Reckless, Shenzhen, 0x1d40a9, Prideful, 9' 2'', 122.02222, True, False, False, False
Omega Doom, 63, 29, 99, 76, 47, 92, 49, 48, 38, 79, 36.47, Protective, Beijing, 0x302ef2, Paranoid, 10' 4'', 2.10747, True, False, True, False
Omega Phantom, 8, 46, 46, 36, 45, 59, 2, 32, 64, 70, 18.00, Protective, Wuhan, 0xa85c7f, Impulsive, 2' 11'', 18.79157, False, True, True, False
Human Doom, 91, 79, 30, 24, 42, 65, 22, 60, 16, 80, 29.23, Calculating, Mexico City, 0x544889, Paranoid, 0' 3'', 98.96800, True, False, True, False
Doctor Crusader, 13, 20, 13, 2, 42, 77, 35, 83, 64, 95, 49.58, Vengeful, Hong Kong, 0x68c195, Water weakness, 13' 3'', 109.18527, True, False, False, False
Ms Crusader, 75, 68, 75, 58, 90, 99, 17, 3, 32, 56, 56.56, Reckless, Hangzhou, 0x8b1080, Soft hearted, 2' 11'', 228.36342, False, False, True, False
Masked Fist, 76, 49, 55, 83, 67, 61, 11, 37, 62, 9, 44.92, Charismatic, Paris, 0x3a7697, Magic vulnerable, 15' 7'', 132.75681, True, True, False, False
Human Surfer, 23, 83, 28, 55, 41, 76, 26, 75, 31, 68, 21.56, Determined, Kinshasa, 0x67d496, Greedy, 1' 0'', 95.70654, False, False, False, True
Radioactive Man, 22, 35, 87, 34, 15, 31, 2, 80, 66, 85, 47.34, Charismatic, Paris, 0x8898c1, Soft hearted, 14' 8'', 70.14416, True, True, True, False
Power Lightning, 14, 39, 91, 94, 86, 1, 3, 16, 78, 74, 54.97, Sadistic, Lahore, 0xacff14, Ice weakness, 3' 6'', 218.62523, True, True, False, False
Masked Torch, 83, 26, 28, 12, 69, 43, 61, 48, 97, 18, 61.21, Stoic, Hong Kong, 0xbecf03, Trusting, 16' 7'', 252.74689, True, True, False, False
Professor Soldier, 58, 1, 84, 54, 56, 34, 72, 83, 85, 28, 26.25, Reckless, Philadelphia, 0x466118, Vengeful, 20' 7'', 229.73131, True, True, True, False
Rocket Master, 54, 45, 70, 59, 59, 80, 39, 53, 12, 61, 52.64, Honorable, Addis Ababa, 0x8657f5, Hotheaded, 16' 8'', 248.70388, True, False, True, False
Rocket Centurion, 32, 56, 15, 53, 100, 6, 11, 91, 66, 83, 50.85, Brave, Bangalore, 0x841490, Hubris, 15' 5'', 261.33596, True, True, True, False
Masked X, 52, 7, 94, 98, 94, 76, 78, 95, 36, 60, 34.39, Sarcastic, Luanda, 0xab8810, Electric weakness, 2' 8'', 25.76593, False, False, True, False
Wonder Hornet, 0, 24, 90, 39, 74, 66, 7, 48, 51, 15, 27.20, Obsessive, Qingdao, 0x5a3933, Poison susceptible, 11' 0'', 171.56124, False, False, False, False
Invisible Surfer, 0, 18, 2, 34, 39, 41, 21, 89, 20, 16, 64.67, Arrogant, Singapore, 0xcaf001, Fire weakness, 5' 1'', 8.77207, False, True, False, True
Power Daredevil, 67, 99, 63, 79, 23, 80, 32, 71, 34, 29, 37.73, Cruel, Chengdu, 0x248d4f, Energy drain, 19' 0'', 280.15619, True, True, False, False
Professor Machine, 99, 87, 49, 79, 21, 16, 32, 97, 69, 84, 49.90, Calculating, Dalian, 0x929d57, Obsessive, 8' 3'', 269.08232, True, True, True, True
Ms Doom, 53, 41, 57, 37, 50, 42, 40, 48, 44, 15, 18.00, Arrogant, Baghdad, 0x7094df, Paranoid, 13' 2'', 191.15473, True, True, False, False
Doctor Warrior, 1, 78, 75, 13, 69, 55, 29, 9, 23, 46, 42.92, Honorable, Austin, 0xd6fbe9, Guilt ridden, 19' 3'', 221.79833, False, True, True, True
Professor Warrior, 98, 86, 10, 67, 77, 48, 20, 73, 18, 96, 19.64, Reckless, Abidjan, 0x30ff88, Hubris, 15' 9'', 196.19026, False, False, True, False
Night Cloak, 90, 69, 75, 88, 28, 45, 38, 79, 72, 75, 53.33, Calculating, Shanghai, 0x1185e0, Magic vulnerable, 17' 9'', 27.08346, False, True, False, True
Human Darkness, 65, 12, 56, 8, 10, 17, 35, 33, 23, 65, 58.34, Loyal, Melbourne, 0xa4aa7a, Radiation weak, 10' 11'', 64.43644, True, False, True, False
Iron Woman, 47, 91, 21, 16, 66, 82, 73, 30, 3, 26, 5406.20, Vengeful, Lagos, 0x0cd599, Fearful, 18' 1'', 123.15850, False, True, False, False
Night Woman, 8, 0, 91, 25, 34, 79, 52, 55, 14, 71, 50.10, Clever, Phoenix, 0xd36895, Trusting, 0' 4'', 64.96651, True, True, False, True
Power Darkness, 42, 94, 62, 56, 8, 53, 77, 89, 21, 43, 18.00, Cold blooded, Kinshasa, 0x47fa5d, Lonely, 4' 6'', 268.96237, False, False, True, False
Incredible Doom, 73, 62, 66, 93, 64, 86, 59, 11, 7, 34, 43.55, Charismatic, Osaka, 0x94cc74, Overconfident, 13' 4'', 22.43644, False, True, True, False
Silver Knight, 51, 98, 46, 68, 61, 12, 87, 79, 6, 37, 20.51, Manipulative, Madrid, 0x4b2d13, Obsessive, 7' 8'', 224.27054, True, False, True, False
Ancient Torch, 11, 4, 30, 41, 27, 61, 33, 67, 26, 30, 21.98, Protective, Tianjin, 0xedd1f1, Overconfident, 17' 8'', 109.50189, True, True, False, True
Dark Cloak, 93, 91, 10, 7, 16, 79, 23, 65, 72, 7, 42.40, Calculating, Wuhan, 0x7c00c5, Paranoid, 3' 7'', 158.63392, False, True, False, True
Professor Centurion, 0, 2, 61, 40, 23, 49, 25, 18, 43, 77, 30.20, Compassionate, Melbourne, 0x8f03a0, Lonely, 4' 0'', 175.35312, False, True, True, True
Ancient Entity, 12, 62, 15, 59, 4, 79, 7, 3, 95, 65, 31.89, Ruthless, Shanghai, 0x3e40a2, Overconfident, 13' 10'', 117.09582, True, True, False, True
Captain Entity, 80, 68, 63, 72, 88, 2, 40, 47, 10, 20, 19.49, Clever, Dar es Salaam, 0xfbf3f1, Impulsive, 20' 11'', 127.67042, True, False, False, False
Invisible Hulk, 98, 83, 26, 64, 38, 46, 1, 95, 71, 70, 34.76, Calculating, Tianjin, 0x68de98, Energy drain, 19' 7'', 77.99887, False, False, True, True
Silver Torch, 6, 66, 68, 86, 47, 61, 44, 77, 4, 17, 27.17, Vengeful, San Diego, 0x6680c2, Silver weakness, 20' 11'', 23.57358, True, True, True, True
Captain Man, 70, 2, 16, 58, 50, 28, 54, 49, 84, 40, 48.60, Determined, San Diego, 0x05a57e, Vengeful, 1' 1'', 177.40380, True, False, True, False
Doctor Void, 15, 63, 78, 100, 82, 46, 6, 67, 89, 16, 53.12, Sarcastic, Guangzhou, 0x8cecef, Fearful, 3' 11'', 133.60221, False, True, True, False
Human Hulk, 50, 30, 70, 60, 94, 77, 53, 52, 7, 75, 77.14, Cunning, Barcelona, 0xb7ed93, Fire weakness, 7' 5'', 157.33401, True, False, False, False
Ms Torch, 79, 41, 11, 25, 97, 32, 93, 86, 85, 25, 45.14, Calculating, Nanjing, 0xb443b3, Lonely, 2' 7'', 251.34473, True, False, False, False
Radioactive Void, 55, 68, 65, 48, 9, 14, 27, 39, 44, 87, 37.13, Vengeful, Lima, 0x111b80, Sound sensitive, 19' 1'', 105.91173, False, True, True, True
Wonder Man, 6, 51, 46, 59, 88, 98, 38, 14, 57, 64, 18.00, Cold blooded, Guangzhou, 0xa4689d, Water weakness, 19' 8'', 278.56788, True, False, False, False
Master Torch, 48, 66, 34, 36, 6, 31, 13, 32, 77, 52, 26.10, Protective, Lagos, 0x5c71c8, Ice weakness, 10' 7'', 88.53600, True, False, False, True
Dark Skull, 95, 84, 37, 79, 64, 38, 11, 69, 90, 98, 49.35, Sadistic, Hyderabad, 0x7e53fc, Prideful, 12' 10'', 234.50607, False, True, False, True
Doctor Daredevil, 93, 48, 37, 46, 51, 83, 84, 6, 45, 99, 30.88, Manipulative, Dhaka, 0xb095c8, Electric weakness, 15' 9'', 106.94189, True, True, False, True
Iron X, 67, 25, 42, 36, 27, 45, 57, 90, 48, 32, 33.70, Cruel, Haerbin, 0xb92ea2, Manipulable, 19' 0'', 138.71185, False, False, True, False
Crimson Claw, 10, 12, 96, 4, 5, 16, 46, 75, 50, 14, 18.00, Cunning, Moscow, 0xc5d202, Electric weakness, 15' 11'', 213.71027, False, False, True, True
Radioactive Claw, 57, 60, 88, 74, 75, 18, 43, 22, 57, 16, 42.61, Obsessive, Luanda, 0x883fcc, Hotheaded, 9' 2'', 58.47700, False, False, True, False
Green Centurion, 50, 94, 84, 76, 14, 18, 11, 59, 2, 87, 38.14, Ruthless, Zhengzhou, 0xcbafcb, Ice weakness, 1' 9'', 234.77666, False, False, False, True
Ms Centurion, 33, 46, 10, 12, 29, 50, 69, 45, 14, 93, 4663.33, Honorable, Chengdu, 0x5f3e83, Obsessive, 12' 4'', 98.85177, True, False, True, True
Incredible Void, 89, 95, 93, 20, 84, 28, 91, 36, 1, 76, 38.80, Vengeful, Denver, 0x150b8b, Energy drain, 12' 6'', 298.61140, False, True, False, True
Invisible Skull, 91, 20, 63, 25, 48, 84, 99, 98, 5, 16, 58.29, Compassionate, Manila, 0xff4ec6, Lonely, 13' 9'', 183.08997, False, False, True, False
Doctor Knight, 99, 99, 59, 9, 91, 86, 33, 39, 87, 92, 42.94, Charismatic, Addis Ababa, 0x7407ff, Light sensitive, 18' 9'', 131.66145, False, True, True, False
Rocket Lightning, 41, 95, 98, 33, 59, 38, 27, 59, 57, 37, 9424.82, Loyal, Nagoya, 0x513df3, Paranoid, 17' 10'', 174.76741, True, True, False, True
Masked Warrior, 42, 44, 7, 1, 45, 94, 77, 12, 27, 100, 26.20, Calculating, Qingdao, 0x93510a, Magic vulnerable, 16' 2'', 263.75581, True, False, True, True
Invisible Fist, 57, 33, 22, 30, 23, 19, 77, 47, 15, 1, 23.11, Stoic, Karachi, 0xac2fd8, Ice weakness, 8' 0'', 32.56097, False, True, True, False
Ms Girl, 21, 63, 2, 18, 39, 1, 41, 37, 97, 46, 59.30, Cold blooded, Porto Alegre, 0x074030, Poison susceptible, 9' 7'', 45.52479, True, False, False, True
Iron Doom, 96, 85, 7, 67, 59, 35, 85, 59, 48, 34, 22.03, Obsessive, Shanghai, 0x7e38b4, Egotistical, 16' 3'', 250.09040, True, True, False, False
Wonder Cloak, 89, 99, 17, 52, 78, 20, 98, 46, 89, 21, 34.76, Arrogant, Foshan, 0xbc7113, Magic vulnerable, 6' 4'', 259.56892, True, True, True, True
Incredible Boy, 59, 97, 89, 30, 42, 4, 90, 77, 51, 13, 49.56, Obsessive, Foshan, 0x86d8a7, Ice weakness, 16' 7'', 198.83635, True, True, True, True
Night Torch, 36, 4, 8, 84, 26, 96, 62, 91, 77, 40, 47.87, Clever, Sydney, 0xa70892, Light sensitive, 13' 8'', 237.26861, True, False, True, False
Spider Hornet, 55, 56, 65, 98, 42, 66, 83, 59, 4, 53, 51.56, Sadistic, Fortaleza, 0xf0a78c, Impulsive, 9' 9'', 90.13893, False, False, True, False
Masked Phantom, 29, 35, 91, 61, 86, 51, 69, 1, 81, 36, 55.69, Compassionate, Shenzhen, 0x8c675a, Stubborn, 5' 0'', 287.60457, True, False, True, True
Dark Phantom, 84, 58, 55, 32, 100, 70, 66, 18, 11, 43, 40.10, Obsessive, Cairo, 0x23d7d6, Magic vulnerable, 11' 7'', 280.92751, True, True, False, False
Professor Void, 52, 55, 9, 25, 92, 53, 81, 49, 2, 39, 49.48, Power hungry, Detroit, 0xbc164e, Egotistical, 12' 8'', 269.87409, True, True, True, False
Rocket Phantom, 36, 38, 81, 37, 12, 77, 52, 0, 17, 35, 30.91, Cunning, Chongqing, 0x465ecf, Naive, 15' 3'', 242.72795, True, True, False, True
Dark Knight, 4, 80, 31, 71, 82, 43, 83, 37, 73, 62, 36.05, Brave, Beijing, 0xa99a24, Technology vulnerable, 10' 11'', 139.74965, True, False, False, False
Power Man, 11, 44, 53, 78, 50, 77, 52, 46, 50, 82, 26.59, Power hungry, Shenzhen, 0x27a970, Water weakness, 20' 2'', 83.76424, False, False, False, False
Ancient Shadow, 19, 98, 87, 0, 75, 12, 68, 77, 50, 61, 42.93, Charismatic, Johannesburg, 0x5f1808, Technology vulnerable, 13' 2'', 155.58557, False, True, False, True
Power Master, 22, 52, 87, 96, 79, 4, 15, 33, 16, 22, 62.16, Clever, Yangon, 0xd4f3f5, Hubris, 10' 0'', 298.58768, False, True, False, False
Super Fist, 2, 63, 29, 58, 39, 68, 11, 92, 29, 30, 55.87, Sarcastic, Foshan, 0xf0aca1, Fearful, 10' 7'', 182.03420, False, True, False, False
Ancient Hulk, 43, 34, 62, 12, 22, 88, 24, 42, 35, 32, 35.16, Calculating, Johannesburg, 0x17e44a, Power addicted, 9' 2'', 286.65884, True, False, True, True
Ms Ghost, 14, 90, 88, 71, 53, 25, 30, 91, 4, 20, 20.86, Sarcastic, Qingdao, 0xded2b5, Naive, 17' 3'', 46.76158, False, True, False, False
Silver Woman, 23, 4, 83, 22, 89, 86, 1, 63, 18, 22, 32.28, Obsessive, Kuala Lumpur, 0x39b615, Trusting, 11' 6'', 14.65823, True, False, True, False
Crimson Fist, 67, 86, 66, 49, 42, 24, 62, 76, 17, 38, 54.94, Cruel, Foshan, 0x96d3fb, Soft hearted, 15' 7'', 186.58547, True, False, False, False
Night Centurion, 9, 26, 35, 74, 7, 94, 14, 76, 71, 20, 33.98, Reckless, Philadelphia, 0xa74f63, Technology vulnerable, 3' 1'', 144.82851, False, True, True, True
Green Boy, 52, 44, 70, 89, 3, 67, 32, 46, 34, 67, 38.63, Compassionate, Pune, 0xe674b1, Vengeful, 1' 10'', 259.53453, False, False, False, False
Human Hornet, 89, 64, 8, 76, 91, 37, 10, 30, 41, 95, 33.48, Cunning, Belo Horizonte, 0x5fce79, Magic vulnerable, 12' 3'', 259.04064, True, True, True, False
Omega Hulk, 84, 63, 70, 76, 94, 5, 35, 100, 16, 2, 6643.02, Sadistic, Santiago, 0x13248d, Hotheaded, 15' 6'', 62.25314, False, False, False, False
Masked Cloak, 41, 20, 19, 96, 8, 88, 4, 7, 10, 80, 4883.63, Honorable, Kinshasa, 0x5dcd27, Egotistical, 8' 0'', 118.04525, False, False, False, False
Master Daredevil, 43, 0, 100, 93, 37, 87, 58, 34, 31, 43, 50.99, Brave, Nanjing, 0x7c906f, Energy drain, 2' 11'', 261.31024, True, False, True, False
Doctor Hulk, 32, 66, 35, 22, 28, 9, 65, 54, 67, 5, 23.90, Sadistic, Mumbai, 0x1eb50a, Fearful, 5' 2'', 44.27299, True, True, False, True
Radioactive Darkness, 6, 28, 35, 100, 54, 77, 87, 25, 11, 84, 1106.91, Clever, Kuala Lumpur, 0xb5685a, Lonely, 6' 1'', 250.25032, False, False, True, True
Ms Hulk, 53, 45, 88, 9, 96, 100, 88, 97, 27, 8, 35.84, Sadistic, Toronto, 0xcb7e28, Short sighted, 18' 6'', 143.31835, False, True, True, False
Professor Crusader, 36, 43, 44, 48, 0, 37, 89, 44, 68, 10, 37.40, Sarcastic, Seattle, 0x001b2b, Darkness bound, 20' 11'', 4.86707, True, True, True, True
Ancient Warrior, 28, 91, 100, 5, 92, 73, 71, 95, 58, 44, 34.08, Reckless, Suzhou, 0xb3a0cf, Power addicted, 6' 1'', 115.73917, False, True, True, False
Human Daredevil, 70, 94, 23, 48, 61, 47, 4, 1, 25, 25, 46.49, Cunning, Haerbin, 0x4088b6, Overconfident, 7' 2'', 122.07047, False, True, True, True
Incredible Ghost, 68, 85, 82, 77, 94, 56, 69, 19, 5, 69, 31.98, Cold blooded, Foshan, 0x6d41e5, Sound sensitive, 12' 4'', 150.16531, True, False, False, True
Radioactive Hulk, 68, 16, 63, 22, 91, 98, 19, 94, 14, 14, 45.49, Calculating, Mexico City, 0x26ebb5, Distrustful, 19' 8'', 143.83088, False, True, True, True
Human Skull, 55, 4, 43, 5, 19, 37, 92, 81, 24, 75, 18.22, Cruel, Shenyang, 0x79dc0f, Hubris, 18' 2'', 189.58638, True, True, False, False
Professor Ghost, 37, 36, 50, 65, 94, 20, 54, 96, 19, 7, 22.84, Determined, Madrid, 0x114eb2, Light sensitive, 2' 8'', 172.50184, False, False, True, True
Dark Claw, 57, 34, 67, 62, 61, 34, 12, 81, 79, 32, 38.06, Brave, Singapore, 0xb9bd1e, Hotheaded, 16' 0'', 185.85367, False, False, False, True
Dark Man, 9, 83, 63, 72, 32, 95, 98, 96, 31, 21, 51.42, Cold blooded, Bogota, 0xb33b70, Technology vulnerable, 18' 7'', 205.78223, True, True, True, False
Omega Skull, 89, 9, 94, 85, 76, 28, 29, 49, 26, 38, 42.37, Sadistic, Kano, 0x87f409, Silver weakness, 2' 5'', 149.67391, False, False, False, False
Master Master, 34, 69, 77, 88, 95, 57, 64, 27, 65, 26, 33.88, Honorable, Lima, 0x6056b7, Water weakness, 10' 4'', 93.15720, False, False, True, False
Silver Shadow, 94, 36, 34, 38, 73, 56, 17, 98, 57, 62, 25.77, Sadistic, Hangzhou, 0x733c00, Water weakness, 15' 10'', 37.89784, True, False, False, True
Spider Doom, 28, 33, 4, 6, 12, 48, 9, 53, 73, 97, 29.50, Calculating, San Diego, 0x311285, Overconfident, 6' 3'', 100.33577, True, False, True, False
The Centurion, 90, 100, 53, 38, 61, 90, 35, 59, 14, 96, 40.49, Loyal, Lagos, 0x22ec6e, Power addicted, 3' 7'', 261.25593, False, False, False, False
Crimson Girl, 48, 80, 45, 11, 28, 15, 98, 37, 21, 30, 65.64, Protective, Abidjan, 0x37e462, Light sensitive, 5' 2'', 55.49627, True, False, True, True
Power Hornet, 44, 53, 55, 3, 8, 88, 15, 38, 64, 32, 18.00, Sarcastic, Haerbin, 0x4e7292, Silver weakness, 18' 8'', 239.87369, False, False, False, False
Mr Daredevil, 78, 45, 72, 61, 86, 26, 49, 72, 6, 26, 39.45, Arrogant, Addis Ababa, 0xf479af, Lonely, 9' 11'', 216.01634, False, True, False, True
Super Darkness, 60, 53, 94, 73, 85, 96, 100, 2, 42, 36, 31.93, Stoic, Shenzhen, 0x30f2ed, Trusting, 17' 6'', 55.44535, False, False, False, False
Invisible Warrior, 30, 76, 88, 19, 99, 92, 58, 15, 99, 50, 29.14, Reckless, Dallas, 0x9287a8, Light sensitive, 3' 1'', 71.21287, False, False, False, True
Spider Claw, 49, 45, 23, 41, 67, 87, 41, 60, 52, 18, 20.82, Cold blooded, Denver, 0x672472, Short sighted, 16' 2'', 26.16566, True, False, True, True
Ms Surfer, 39, 79, 50, 90, 29, 42, 45, 33, 90, 23, 43.79, Sarcastic, Shenyang, 0x3efee6, Prideful, 19' 6'', 94.74917, False, True, False, True
Master X, 84, 80, 25, 58, 77, 95, 4, 50, 66, 0, 18.00, Determined, Detroit, 0x2b7c6b, Hotheaded, 19' 11'', 146.34325, False, False, True, False
Green Knight, 13, 39, 90, 58, 52, 24, 95, 18, 11, 96, 18.00, Loyal, Ho Chi Minh City, 0x592234, Fearful, 4' 6'', 158.71865, False, True, False, False
Mr Lightning, 73, 29, 76, 13, 69, 34, 92, 55, 86, 36, 41.08, Arrogant, Seattle, 0xebee29, Electric weakness, 3' 1'', 281.97465, False, True, False, False
Rocket Soldier, 72, 18, 39, 70, 39, 40, 65, 5, 22, 65, 18.00, Determined, Moscow, 0xa0bb90, Darkness bound, 4' 6'', 21.94327, False, True, False, True
Impossible Skull, 100, 0, 19, 99, 76, 17, 97, 76, 22, 73, 32.51, Vengeful, Nanjing, 0xc35a2c, Radiation weak, 11' 6'', 205.52997, False, True, True, True
Iron Centurion, 75, 1, 21, 99, 79, 30, 23, 43, 34, 62, 36.57, Sadistic, Chongqing, 0xabbbcc, Prideful, 5' 11'', 206.85300, False, True, True, True
Incredible Skull, 91, 24, 5, 36, 65, 71, 18, 3, 38, 1, 45.91, Vengeful, Wuhan, 0x436d77, Sound sensitive, 0' 6'', 46.93844, False, False, True, True
Night Machine, 28, 58, 93, 12, 18, 59, 80, 57, 77, 99, 38.53, Clever, Singapore, 0xa86b9e, Hubris, 7' 8'', 186.85566, True, True, False, False
Invisible Centurion, 2, 23, 23, 44, 21, 34, 99, 0, 71, 84, 31.55, Reckless, Shanghai, 0xc5d242, Distrustful, 13' 7'', 79.11763, False, True, False, False
Night Warrior, 21, 24, 87, 74, 66, 71, 88, 91, 53, 77, 37.85, Cold blooded, Nairobi, 0x856076, Distrustful, 20' 1'', 186.74517, True, True, True, True
Spider Ghost, 40, 48, 2, 77, 10, 21, 83, 80, 41, 16, 48.96, Sadistic, San Jose, 0xad84f8, Water weakness, 7' 7'', 69.27339, True, False, True, False
Super Soldier, 72, 46, 44, 63, 56, 52, 58, 58, 49, 46, 59.19, Cruel, Kano, 0xe64b63, Stubborn, 7' 1'', 230.30034, True, False, True, True
The Skull, 31, 16, 22, 26, 35, 14, 92, 51, 58, 28, 33.47, Sarcastic, Nairobi, 0x3f9531, Vengeful, 13' 3'', 8.44228, True, True, True, True
Night Daredevil, 77, 35, 50, 71, 79, 21, 3, 65, 52, 32, 33.35, Compassionate, Hyderabad, 0xf8e272, Poison susceptible, 1' 8'', 77.13356, True, False, True, True
Mr Fist, 71, 76, 92, 19, 10, 58, 43, 32, 34, 86, 49.71, Arrogant, Dongguan, 0xea8a24, Lonely, 9' 3'', 143.43664, True, False, True, False
Spider Knight, 14, 69, 51, 21, 61, 95, 63, 64, 17, 28, 46.10, Ruthless, Madrid, 0x1c28be, Overconfident, 18' 9'', 106.96170, False, False, False, True
Professor Entity, 8, 70, 4, 34, 60, 98, 66, 16, 61, 77, 18.00, Sadistic, Nagoya, 0xbab988, Radiation weak, 8' 7'', 283.86042, False, False, True, False
Masked Ghost, 72, 21, 69, 5, 52, 10, 28, 9, 49, 24, 18.00, Honorable, Bogota, 0xa717e9, Trusting, 15' 5'', 237.29208, False, True, True, False
Dark Soldier, 79, 5, 73, 94, 93, 3, 23, 99, 90, 12, 19.54, Calculating, Foshan, 0xd81545, Stubborn, 5' 11'', 19.75878, True, False, True, False
Professor Fist, 13, 13, 14, 81, 84, 48, 85, 74, 64, 20, 3995.27, Loyal, Dongguan, 0x2564cf, Fearful, 0' 0'', 247.62031, True, False, False, True
Captain Claw, 65, 6, 98, 16, 73, 92, 79, 20, 33, 68, 63.26, Vengeful, Zhengzhou, 0xd40be6, Egotistical, 1' 2'', 70.86648, True, True, False, True
Doctor Centurion, 71, 37, 66, 56, 68, 71, 54, 33, 46, 47, 44.07, Charismatic, Houston, 0x3cb1ad, Egotistical, 5' 1'', 27.14506, True, False, False, False
